Flight_ID,Airline,Departure_Airport,Arrival_Airport,Flight_Date,Scheduled_Departure_Time,Actual_Departure_Delay_Min,Scheduled_Arrival_Time,Arrival_Delay_Min,Flight_Duration_Min,Distance_KM,Weather_Condition,Delay_Reason,Gate_Number,Terminal,Passenger_Count,Day_of_Week,Month,On_Time_Status
FL1177,Vistara,HYD,CCU,20-02-2026,15:21:56,161,12:20:00,177,76,1254,Fog,Weather,G44,T3,300,Tuesday,August,Delayed
FL1178,Akasa Air,DEL,CCU,20-05-2025,19:40:56,178,09:24:09,191,84,2290,Fog,Security,G6,T1,210,Saturday,February,Delayed
FL1179,SpiceJet,SIN,CCU,12-07-2024,23:15:47,176,14:08:37,194,122,3013,Storm,Weather,G28,T1,98,Monday,January,Delayed
FL1180,IndiGo,HYD,BLR,17-11-2024,17:11:49,80,12:25:30,89,236,4543,Clear,Technical,G22,T3,112,Tuesday,July,Delayed
FL1181,Emirates,SIN,MAA,09-07-2025,22:00:17,103,08:37:58,141,316,2059,Cloudy,Crew Issue,G13,T3,264,Saturday,December,Delayed
FL1182,Emirates,MAA,HYD,27-11-2024,17:02:14,178,17:00:35,186,91,3017,Clear,Crew Issue,G29,T3,335,Thursday,May,Delayed
FL1183,SpiceJet,DEL,DXB,18-10-2024,02:57:52,143,19:00:40,172,78,2365,Rain,Crew Issue,G1,T2,127,Tuesday,June,Delayed
FL1184,SpiceJet,BOM,DXB,19-11-2025,11:36:32,114,00:52:44,150,253,2461,Cloudy,Late Aircraft,G30,T2,215,Monday,July,Delayed
FL1185,IndiGo,HYD,BOM,05-10-2025,15:43:37,178,10:28:02,171,323,4450,Storm,Weather,G39,T3,180,Tuesday,November,Delayed
FL1186,Qatar Airways,DEL,BOM,18-06-2025,22:16:28,31,23:45:30,30,221,3751,Fog,Technical,G33,T1,136,Sunday,October,Delayed
FL1187,Qatar Airways,BLR,DEL,06-04-2026,15:35:39,54,07:30:48,71,347,3762,Cloudy,Technical,G29,T3,57,Tuesday,April,Delayed
FL1188,Air India,CCU,SIN,22-05-2024,07:15:58,64,21:58:58,56,314,627,Cloudy,Weather,G47,T2,278,Sunday,March,Delayed
FL1189,SpiceJet,MAA,CCU,19-01-2026,13:18:42,66,16:37:17,88,151,3354,Rain,Weather,G8,T3,340,Sunday,January,Delayed
FL1190,SpiceJet,MAA,DEL,23-11-2024,17:02:06,95,03:08:22,108,137,1611,Rain,Security,G46,T2,214,Monday,March,Delayed
FL1191,Air India,HYD,DEL,06-02-2026,11:25:12,141,02:30:35,161,66,4725,Storm,Security,G7,T1,210,Saturday,February,Delayed
FL1192,Qatar Airways,SIN,BLR,25-03-2025,06:43:25,150,22:28:54,160,206,3995,Fog,Security,G19,T3,85,Monday,August,Delayed
FL1193,IndiGo,BLR,CCU,14-12-2025,05:13:23,28,17:56:31,35,61,2220,Cloudy,Air Traffic,G47,T2,246,Saturday,January,Delayed
FL1194,Qatar Airways,DEL,HYD,09-08-2024,21:56:48,147,02:52:45,147,293,1709,Storm,Crew Issue,G3,T3,168,Monday,August,Delayed
FL1195,IndiGo,SIN,DEL,07-11-2025,16:05:47,139,04:21:52,148,320,1104,Fog,Security,G38,T1,305,Monday,March,Delayed
FL1196,Emirates,HYD,CCU,25-09-2025,08:40:53,136,18:21:15,159,112,3877,Cloudy,Security,G22,T3,329,Wednesday,July,Delayed
FL1197,Akasa Air,HYD,BLR,26-09-2025,04:07:10,80,19:22:37,79,217,2979,Cloudy,Crew Issue,G46,T1,264,Sunday,December,Delayed
FL1198,Emirates,BOM,SIN,08-04-2025,06:21:27,127,11:54:17,148,268,4253,Cloudy,Late Aircraft,G17,T1,63,Thursday,August,Delayed
FL1199,SpiceJet,BLR,HYD,23-12-2025,19:02:54,8,13:03:33,37,296,1604,Storm,Crew Issue,G39,T2,250,Saturday,February,On-Time
FL1200,SpiceJet,CCU,BLR,17-04-2025,00:50:57,21,14:25:40,53,63,741,Fog,Air Traffic,G29,T1,158,Saturday,August,Delayed
FL1201,Qatar Airways,BOM,DEL,15-06-2025,23:44:01,97,23:11:14,109,352,374,Clear,Weather,G6,T2,195,Monday,December,Delayed
FL1202,Air India,CCU,SIN,04-09-2024,05:42:01,127,17:21:26,137,101,340,Cloudy,Weather,G38,T3,83,Friday,September,Delayed
FL1203,IndiGo,CCU,DXB,04-06-2024,12:15:16,16,05:30:36,42,212,4983,Storm,Air Traffic,G23,T3,166,Sunday,July,Delayed
FL1204,Akasa Air,DEL,BLR,10-07-2025,12:47:13,105,06:55:11,116,86,945,Fog,Air Traffic,G27,T1,217,Friday,September,Delayed
FL1205,Emirates,BLR,BOM,24-06-2025,09:08:06,97,22:05:37,98,296,754,Storm,Technical,G10,T1,222,Wednesday,September,Delayed
FL1206,Qatar Airways,CCU,DEL,11-11-2024,03:28:47,144,10:44:13,159,249,2981,Fog,Security,G46,T1,113,Sunday,July,Delayed
FL1207,Emirates,DEL,CCU,20-07-2024,08:49:58,129,21:43:03,161,252,3166,Fog,Weather,G36,T1,331,Wednesday,December,Delayed
FL1208,SpiceJet,HYD,MAA,11-04-2026,00:47:26,28,22:57:03,38,326,2358,Clear,Technical,G36,T1,162,Friday,November,Delayed
FL1209,Air India,DXB,DEL,18-04-2025,11:10:42,38,19:24:29,67,286,1633,Clear,Weather,G34,T3,104,Friday,April,Delayed
FL1210,Vistara,DXB,BLR,18-06-2024,00:32:19,110,17:09:48,123,305,4801,Fog,Technical,G5,T2,338,Wednesday,December,Delayed
FL1211,Akasa Air,CCU,SIN,14-01-2025,11:54:31,35,12:13:40,71,207,2062,Cloudy,Weather,G43,T1,250,Tuesday,March,Delayed
FL1212,IndiGo,DEL,DXB,18-10-2025,02:02:47,153,16:09:31,144,132,2643,Fog,Crew Issue,G17,T3,178,Thursday,August,Delayed
FL1213,SpiceJet,SIN,BLR,10-08-2025,19:22:56,60,20:12:03,92,163,4420,Rain,Security,G39,T1,340,Wednesday,July,Delayed
FL1214,Emirates,BOM,BLR,12-05-2024,19:55:04,130,08:02:45,169,288,4503,Cloudy,Crew Issue,G44,T3,151,Saturday,May,Delayed
FL1215,Vistara,DEL,MAA,14-06-2025,14:41:57,97,02:42:56,98,334,1936,Cloudy,Weather,G44,T1,66,Tuesday,May,Delayed
FL1216,Air India,BLR,SIN,29-04-2025,04:45:17,73,08:40:00,111,71,1641,Fog,Air Traffic,G16,T2,265,Monday,January,Delayed
FL1217,Vistara,SIN,CCU,16-03-2026,22:02:31,82,16:17:00,79,208,3452,Rain,Technical,G23,T2,247,Friday,December,Delayed
FL1218,Akasa Air,BLR,CCU,16-06-2025,02:56:24,24,08:56:40,31,148,4026,Fog,Weather,G26,T2,75,Sunday,December,Delayed
FL1219,IndiGo,DEL,HYD,22-08-2024,06:43:30,46,09:37:35,67,325,700,Storm,Weather,G23,T2,331,Friday,July,Delayed
FL1220,Emirates,DXB,CCU,29-05-2025,12:27:21,85,18:39:39,81,329,4730,Storm,Air Traffic,G7,T1,186,Thursday,January,Delayed
FL1221,Qatar Airways,CCU,BOM,13-11-2025,08:04:28,114,20:46:47,151,274,1800,Cloudy,Crew Issue,G18,T3,272,Wednesday,February,Delayed
FL1222,IndiGo,DXB,SIN,02-07-2024,22:34:24,115,21:58:07,143,162,1482,Rain,Crew Issue,G24,T3,157,Thursday,September,Delayed
FL1223,Qatar Airways,BOM,HYD,10-05-2024,06:53:06,44,13:56:39,67,190,3283,Fog,Late Aircraft,G26,T2,232,Tuesday,June,Delayed
FL1224,Akasa Air,MAA,DEL,18-08-2025,18:07:06,107,08:32:39,135,74,4259,Clear,Security,G49,T3,53,Tuesday,June,Delayed
FL1225,Qatar Airways,CCU,DXB,13-05-2024,15:32:52,92,02:09:50,103,269,4411,Rain,Technical,G45,T1,157,Tuesday,May,Delayed
FL1226,Akasa Air,BLR,BOM,05-10-2025,22:15:23,125,23:36:18,116,286,3541,Rain,Late Aircraft,G34,T1,300,Tuesday,November,Delayed
FL1227,Qatar Airways,SIN,BLR,26-06-2025,01:21:58,12,21:43:21,14,333,4110,Cloudy,Security,G39,T2,78,Saturday,October,On-Time
FL1228,Emirates,CCU,SIN,07-07-2024,03:22:42,61,02:49:14,94,244,571,Fog,Technical,G44,T2,288,Monday,August,Delayed
FL1229,SpiceJet,SIN,CCU,27-08-2025,05:47:12,120,14:02:15,119,124,4060,Fog,Security,G3,T1,191,Wednesday,September,Delayed
FL1230,Vistara,BOM,BLR,08-03-2026,22:15:30,119,00:29:49,138,205,4688,Storm,Weather,G25,T1,242,Wednesday,May,Delayed
FL1231,Qatar Airways,BOM,DXB,23-04-2026,05:10:11,72,01:13:12,76,199,2534,Clear,Security,G37,T3,110,Friday,July,Delayed
FL1232,Akasa Air,SIN,HYD,23-04-2026,02:01:11,170,07:41:45,165,354,1763,Clear,Crew Issue,G46,T3,60,Saturday,April,Delayed
FL1233,Vistara,CCU,HYD,11-07-2025,09:33:40,61,04:59:23,63,285,1184,Cloudy,Technical,G45,T1,156,Thursday,February,Delayed
FL1234,IndiGo,CCU,DXB,19-09-2024,02:20:38,56,22:24:34,71,300,2853,Cloudy,Late Aircraft,G3,T1,311,Monday,April,Delayed
FL1235,Akasa Air,SIN,BLR,27-09-2025,09:46:54,4,05:12:38,0,113,1026,Cloudy,Security,G49,T1,58,Wednesday,June,On-Time
FL1236,Vistara,HYD,BLR,12-02-2026,17:10:34,98,08:15:52,107,300,1896,Fog,Late Aircraft,G42,T3,227,Monday,November,Delayed
FL1237,SpiceJet,CCU,DEL,20-12-2024,11:31:49,81,00:31:42,87,275,302,Clear,Security,G32,T3,276,Thursday,May,Delayed
FL1238,Qatar Airways,HYD,DXB,16-03-2026,14:08:58,12,14:52:40,48,148,2676,Cloudy,Technical,G4,T2,147,Monday,October,On-Time
FL1239,SpiceJet,MAA,BLR,16-03-2026,00:09:03,10,21:03:55,40,182,1287,Storm,Technical,G29,T3,186,Saturday,February,On-Time
FL1240,Vistara,HYD,CCU,13-09-2024,13:35:02,152,04:24:08,175,229,4916,Fog,Technical,G15,T3,89,Saturday,December,Delayed
FL1241,Emirates,BOM,DXB,31-03-2026,13:21:48,24,22:25:47,18,285,1283,Storm,Security,G15,T2,87,Monday,June,Delayed
FL1242,Air India,HYD,BOM,16-04-2025,02:40:00,71,18:47:55,65,235,1213,Fog,Crew Issue,G6,T1,86,Tuesday,March,Delayed
FL1243,SpiceJet,MAA,DEL,13-01-2025,16:55:27,59,19:04:06,96,343,4336,Clear,Security,G13,T3,130,Sunday,December,Delayed
FL1244,SpiceJet,DEL,DXB,06-04-2025,12:14:41,113,18:28:25,142,283,617,Cloudy,Technical,G29,T3,164,Thursday,March,Delayed
FL1245,Qatar Airways,MAA,BOM,16-02-2026,13:37:04,66,21:03:57,95,99,4230,Cloudy,Technical,G13,T3,286,Thursday,January,Delayed
FL1246,Emirates,DXB,MAA,09-12-2024,06:10:52,32,12:52:48,27,275,2683,Rain,Crew Issue,G40,T3,141,Wednesday,December,Delayed
FL1247,Akasa Air,SIN,BOM,21-02-2025,15:12:48,96,04:22:47,133,228,662,Rain,Air Traffic,G45,T2,230,Sunday,April,Delayed
FL1248,Akasa Air,CCU,DXB,01-04-2026,13:40:45,169,04:44:46,194,250,4038,Storm,Crew Issue,G38,T2,237,Sunday,July,Delayed
FL1249,Qatar Airways,DXB,BOM,06-02-2026,11:18:10,6,19:17:09,0,294,856,Rain,Security,G31,T1,72,Sunday,May,On-Time
FL1250,Vistara,DEL,DXB,05-05-2026,12:37:43,169,02:37:21,168,219,3808,Fog,Security,G30,T1,88,Saturday,September,Delayed
FL1251,IndiGo,BOM,BLR,30-04-2026,05:28:24,158,04:42:27,165,317,888,Rain,Air Traffic,G29,T2,61,Friday,March,Delayed
FL1252,Air India,DXB,DEL,27-02-2026,01:50:32,38,02:39:55,29,283,3417,Storm,Air Traffic,G27,T1,162,Thursday,January,Delayed
FL1253,SpiceJet,DXB,HYD,15-09-2024,07:40:53,16,04:48:21,45,282,4843,Rain,Crew Issue,G24,T1,212,Wednesday,April,Delayed
FL1254,IndiGo,DEL,BLR,10-09-2025,20:44:41,69,06:35:46,77,133,1547,Fog,Technical,G34,T1,109,Monday,May,Delayed
FL1255,Qatar Airways,SIN,CCU,14-08-2025,20:52:21,78,16:01:37,97,96,577,Rain,Late Aircraft,G4,T2,291,Thursday,October,Delayed
FL1256,IndiGo,DEL,BOM,10-11-2025,22:36:42,67,16:04:40,83,251,1340,Fog,Technical,G12,T1,242,Friday,December,Delayed
FL1257,Qatar Airways,DXB,DEL,10-05-2025,06:40:01,21,05:32:24,36,179,2653,Fog,Technical,G14,T2,241,Monday,January,Delayed
FL1258,Emirates,BLR,HYD,10-07-2025,19:46:58,174,11:49:16,192,263,4047,Cloudy,Crew Issue,G35,T1,56,Monday,August,Delayed
FL1259,Akasa Air,DEL,DXB,31-03-2025,23:38:37,28,21:32:50,28,92,4299,Cloudy,Technical,G11,T3,107,Tuesday,May,Delayed
FL1260,Akasa Air,DXB,DEL,10-10-2024,16:42:55,25,20:43:47,48,285,3656,Fog,Technical,G4,T3,148,Thursday,March,Delayed
FL1261,SpiceJet,BOM,CCU,04-11-2025,14:16:45,140,22:42:07,170,98,3642,Clear,Security,G29,T3,206,Friday,September,Delayed
FL1262,Qatar Airways,DEL,HYD,02-08-2024,06:12:43,74,05:49:30,95,189,3455,Storm,Weather,G22,T3,76,Thursday,June,Delayed
FL1263,IndiGo,HYD,DXB,15-05-2024,06:04:05,80,00:32:35,113,151,1288,Fog,Weather,G21,T2,133,Tuesday,December,Delayed
FL1264,Akasa Air,BOM,SIN,08-10-2024,14:37:52,5,15:33:35,13,316,4965,Fog,Technical,G38,T1,64,Wednesday,September,On-Time
FL1265,Emirates,CCU,SIN,27-12-2025,21:43:38,161,21:15:17,185,340,1091,Rain,Late Aircraft,G12,T2,323,Saturday,August,Delayed
FL1266,Air India,MAA,SIN,30-08-2025,02:59:05,14,12:15:52,47,267,3910,Clear,Late Aircraft,G8,T2,109,Monday,May,On-Time
FL1267,Qatar Airways,BLR,DEL,21-08-2024,15:44:41,173,05:56:24,187,204,3976,Rain,Weather,G8,T2,128,Wednesday,September,Delayed
FL1268,Akasa Air,DXB,SIN,23-03-2025,18:26:34,26,05:58:39,61,109,4744,Storm,Air Traffic,G44,T1,230,Sunday,November,Delayed
FL1269,SpiceJet,BLR,MAA,03-03-2026,18:36:19,23,20:29:06,15,105,826,Clear,Late Aircraft,G25,T2,271,Wednesday,February,Delayed
FL1270,Vistara,CCU,BLR,04-01-2025,06:30:40,16,00:45:39,49,287,820,Storm,Crew Issue,G38,T2,263,Tuesday,August,Delayed
FL1271,Qatar Airways,SIN,MAA,06-08-2025,01:03:21,116,10:21:13,107,131,694,Cloudy,Air Traffic,G13,T1,258,Saturday,July,Delayed
FL1272,Akasa Air,BOM,HYD,20-08-2025,03:07:02,71,10:03:19,81,333,2313,Rain,Security,G18,T2,144,Wednesday,February,Delayed
FL1273,Emirates,BOM,BLR,29-04-2026,18:51:12,165,12:11:13,186,70,1028,Fog,Air Traffic,G33,T2,151,Friday,December,Delayed
FL1274,Emirates,DXB,BOM,23-03-2026,08:23:00,168,05:07:06,165,326,513,Storm,Air Traffic,G24,T2,90,Monday,December,Delayed
FL1275,Vistara,CCU,HYD,20-02-2025,07:52:47,144,20:13:18,145,105,891,Fog,Late Aircraft,G22,T1,141,Monday,November,Delayed
FL1276,Akasa Air,DXB,MAA,04-06-2024,22:07:46,147,06:16:43,169,261,1235,Rain,Weather,G32,T1,291,Sunday,October,Delayed
FL1277,Air India,SIN,DEL,15-01-2026,18:18:01,96,18:36:09,87,284,3148,Clear,Technical,G41,T3,126,Wednesday,June,Delayed
FL1278,IndiGo,DXB,HYD,16-10-2024,19:03:27,115,17:46:28,130,162,2541,Cloudy,Technical,G38,T3,139,Thursday,June,Delayed
FL1279,Qatar Airways,CCU,BLR,30-12-2024,17:57:35,173,09:45:05,212,202,3341,Clear,Security,G42,T1,172,Friday,June,Delayed
FL1280,Emirates,DXB,MAA,28-01-2025,08:31:18,133,00:27:49,131,321,3444,Fog,Technical,G39,T1,272,Monday,December,Delayed
FL1281,Akasa Air,MAA,HYD,01-09-2025,14:22:13,159,17:44:37,189,263,4211,Storm,Security,G28,T1,133,Wednesday,May,Delayed
FL1282,Akasa Air,SIN,BOM,30-05-2025,00:22:23,61,10:37:21,97,310,2730,Fog,Late Aircraft,G7,T2,133,Tuesday,February,Delayed
FL1283,IndiGo,MAA,SIN,02-06-2025,22:26:40,131,22:04:41,126,81,709,Storm,Technical,G3,T3,176,Thursday,February,Delayed
FL1284,SpiceJet,CCU,DXB,10-02-2025,06:41:05,40,20:10:35,71,73,2434,Clear,Security,G12,T3,74,Wednesday,May,Delayed
FL1285,Emirates,MAA,DXB,30-01-2026,08:33:49,44,07:46:12,52,114,1049,Rain,Air Traffic,G36,T3,222,Tuesday,February,Delayed
FL1286,Air India,BLR,SIN,26-06-2025,14:48:18,135,18:32:31,153,178,2656,Rain,Crew Issue,G32,T1,349,Wednesday,September,Delayed
FL1287,Qatar Airways,CCU,BLR,14-08-2024,16:32:47,81,20:43:22,76,270,961,Cloudy,Technical,G37,T3,108,Monday,February,Delayed
FL1288,Emirates,HYD,BLR,14-11-2024,04:19:11,130,11:08:38,147,261,1054,Storm,Security,G35,T2,142,Sunday,July,Delayed
FL1289,SpiceJet,BOM,MAA,21-11-2025,06:56:29,96,04:33:37,92,272,458,Clear,Crew Issue,G24,T2,342,Saturday,September,Delayed
FL1290,Qatar Airways,CCU,BOM,10-09-2024,15:27:11,3,18:33:08,20,79,1255,Cloudy,Late Aircraft,G24,T3,99,Tuesday,March,On-Time
FL1291,Qatar Airways,DXB,HYD,22-11-2024,16:50:05,176,13:01:45,197,164,1573,Clear,Weather,G34,T3,277,Tuesday,May,Delayed
FL1292,SpiceJet,MAA,BOM,21-08-2025,09:58:31,65,05:58:34,69,321,4690,Rain,Air Traffic,G42,T3,292,Wednesday,February,Delayed
FL1293,Emirates,HYD,BOM,27-07-2024,22:24:03,114,06:42:45,115,190,829,Cloudy,Air Traffic,G40,T1,70,Saturday,May,Delayed
FL1294,Emirates,BOM,CCU,10-04-2026,21:11:03,142,01:08:06,164,341,3891,Rain,Security,G36,T3,289,Tuesday,March,Delayed
FL1295,Akasa Air,CCU,SIN,23-04-2026,13:38:37,86,04:47:37,117,73,301,Clear,Weather,G37,T1,90,Monday,November,Delayed
FL1296,Air India,HYD,DXB,13-01-2026,09:50:38,61,03:29:23,97,73,4899,Cloudy,Crew Issue,G39,T3,133,Saturday,January,Delayed
FL1297,Akasa Air,SIN,CCU,16-05-2025,01:55:27,129,14:31:30,157,204,3238,Fog,Late Aircraft,G25,T2,77,Thursday,April,Delayed
FL1298,Vistara,DXB,MAA,31-01-2026,13:50:33,65,05:23:43,89,288,4656,Clear,Late Aircraft,G1,T1,213,Tuesday,August,Delayed
FL1299,Vistara,DXB,BLR,24-06-2024,18:05:41,44,21:09:35,56,346,3766,Rain,Air Traffic,G10,T3,244,Tuesday,June,Delayed
FL1300,Qatar Airways,CCU,DXB,27-12-2024,22:00:50,117,18:49:19,120,139,2293,Fog,Crew Issue,G29,T1,315,Sunday,June,Delayed
FL1301,Air India,BOM,BLR,24-06-2025,10:45:34,75,19:47:05,94,316,2660,Storm,Weather,G20,T2,333,Thursday,April,Delayed
FL1302,IndiGo,MAA,DEL,22-10-2025,12:25:25,120,10:58:23,152,234,2512,Fog,Crew Issue,G49,T3,169,Thursday,April,Delayed
FL1303,SpiceJet,MAA,SIN,22-02-2025,11:42:49,43,00:14:37,60,266,2225,Cloudy,Late Aircraft,G44,T2,300,Tuesday,March,Delayed
FL1304,Vistara,SIN,HYD,03-06-2025,01:20:33,147,08:20:47,186,189,1268,Storm,Air Traffic,G37,T2,69,Monday,February,Delayed
FL1305,Vistara,DXB,HYD,23-11-2024,15:45:15,25,16:04:58,43,60,1358,Rain,Technical,G6,T3,294,Wednesday,January,Delayed
FL1306,Vistara,DEL,BLR,16-03-2025,21:27:37,58,10:57:49,52,220,1308,Cloudy,Late Aircraft,G14,T3,61,Thursday,May,Delayed
FL1307,IndiGo,DEL,SIN,31-07-2024,07:15:06,19,04:13:15,58,275,425,Storm,Technical,G34,T2,266,Saturday,June,Delayed
FL1308,IndiGo,DXB,MAA,25-04-2025,22:49:14,49,16:03:24,67,244,3549,Storm,Weather,G23,T3,343,Friday,April,Delayed
FL1309,SpiceJet,CCU,HYD,02-04-2026,03:11:56,83,07:02:46,95,185,4703,Clear,Crew Issue,G16,T3,283,Thursday,September,Delayed
FL1310,Akasa Air,HYD,SIN,16-08-2025,13:17:30,123,12:10:21,120,188,1314,Cloudy,Weather,G8,T1,206,Monday,July,Delayed
FL1311,SpiceJet,CCU,SIN,25-01-2025,18:29:54,95,15:02:10,122,64,1818,Cloudy,Air Traffic,G22,T1,224,Tuesday,October,Delayed
FL1312,IndiGo,DXB,HYD,29-01-2025,00:37:16,33,16:56:29,23,178,2774,Clear,Weather,G10,T1,163,Saturday,June,Delayed
FL1313,Vistara,SIN,HYD,05-07-2024,07:33:55,144,05:02:25,159,195,602,Rain,Security,G40,T3,125,Tuesday,June,Delayed
FL1314,Vistara,CCU,BOM,05-07-2024,17:43:51,71,15:24:59,85,348,3372,Cloudy,Late Aircraft,G19,T2,336,Friday,June,Delayed
FL1315,Akasa Air,SIN,CCU,04-11-2025,10:55:54,141,17:33:41,178,128,2708,Fog,Crew Issue,G26,T1,269,Wednesday,June,Delayed
FL1316,Akasa Air,BOM,HYD,16-07-2025,21:11:21,62,21:58:10,60,220,2932,Fog,Late Aircraft,G13,T3,208,Saturday,January,Delayed
FL1317,Emirates,SIN,MAA,23-07-2025,07:59:52,67,13:54:32,90,161,4889,Cloudy,Security,G4,T1,151,Saturday,January,Delayed
FL1318,Akasa Air,SIN,BOM,02-05-2025,21:58:15,18,12:17:08,13,141,1300,Cloudy,Crew Issue,G23,T1,178,Sunday,November,Delayed
FL1319,Akasa Air,BLR,DEL,18-05-2025,00:33:00,87,06:17:43,83,148,3072,Clear,Technical,G15,T1,114,Thursday,June,Delayed
FL1320,Vistara,DXB,BOM,14-03-2026,11:54:34,75,02:01:25,71,202,1216,Rain,Crew Issue,G19,T3,142,Sunday,October,Delayed
FL1321,Qatar Airways,SIN,DXB,12-04-2026,22:05:57,160,23:22:29,198,283,3868,Clear,Late Aircraft,G35,T1,151,Friday,April,Delayed
FL1322,Vistara,CCU,DXB,27-07-2024,23:36:42,10,10:59:52,34,169,3189,Cloudy,Crew Issue,G2,T2,314,Tuesday,August,On-Time
FL1323,SpiceJet,CCU,HYD,18-08-2025,13:56:03,2,10:25:02,12,341,3163,Fog,Security,G2,T2,166,Tuesday,April,On-Time
FL1324,SpiceJet,HYD,CCU,03-11-2025,16:36:07,153,15:34:38,167,71,4699,Rain,Air Traffic,G37,T2,349,Saturday,April,Delayed
FL1325,Vistara,SIN,MAA,05-08-2024,23:54:51,14,15:03:03,46,80,706,Fog,Security,G43,T3,166,Wednesday,May,On-Time
FL1326,Emirates,BOM,CCU,29-11-2025,15:18:17,123,17:32:59,127,340,1014,Cloudy,Crew Issue,G15,T2,326,Sunday,June,Delayed
FL1327,IndiGo,MAA,BLR,05-03-2026,02:33:55,140,04:41:53,151,334,1263,Fog,Late Aircraft,G48,T1,101,Wednesday,August,Delayed
FL1328,Vistara,HYD,DXB,26-08-2024,12:38:43,26,05:41:50,44,298,405,Rain,Technical,G36,T3,207,Wednesday,September,Delayed
FL1329,IndiGo,HYD,BOM,30-09-2024,13:39:18,145,08:11:04,136,136,2437,Cloudy,Late Aircraft,G25,T3,312,Tuesday,April,Delayed
FL1330,Akasa Air,DEL,DXB,27-04-2025,06:36:07,94,15:28:08,127,133,3954,Rain,Late Aircraft,G49,T1,347,Monday,February,Delayed
FL1331,Emirates,DXB,MAA,06-05-2024,02:17:35,35,05:16:52,44,322,2145,Storm,Weather,G1,T3,221,Sunday,March,Delayed
FL1332,Air India,DEL,CCU,26-11-2025,03:00:41,119,15:42:24,153,106,3238,Storm,Late Aircraft,G13,T2,167,Thursday,November,Delayed
FL1333,SpiceJet,BLR,SIN,14-09-2025,22:08:49,20,03:13:26,31,279,4276,Fog,Air Traffic,G26,T3,58,Monday,February,Delayed
FL1334,Emirates,BLR,CCU,10-09-2024,02:11:53,14,22:42:12,13,180,1960,Clear,Technical,G42,T2,121,Sunday,March,On-Time
FL1335,Vistara,DEL,SIN,10-06-2024,08:21:15,151,16:13:34,156,108,3525,Storm,Technical,G27,T3,342,Sunday,May,Delayed
FL1336,SpiceJet,DEL,BOM,18-11-2025,16:50:28,67,20:52:58,106,211,3983,Cloudy,Security,G39,T1,251,Wednesday,May,Delayed
FL1337,Akasa Air,SIN,CCU,18-07-2025,09:05:06,88,01:14:10,95,223,3340,Cloudy,Crew Issue,G5,T1,224,Sunday,September,Delayed
FL1338,Air India,SIN,MAA,31-03-2026,08:28:22,48,16:01:54,72,167,1549,Clear,Air Traffic,G33,T1,168,Saturday,August,Delayed
FL1339,Air India,HYD,DXB,20-07-2024,02:21:54,148,15:19:32,154,209,3803,Clear,Late Aircraft,G37,T2,192,Sunday,May,Delayed
FL1340,Akasa Air,BLR,BOM,28-04-2025,16:56:32,162,07:52:49,179,219,1846,Storm,Crew Issue,G10,T3,127,Wednesday,February,Delayed
FL1341,IndiGo,DXB,CCU,02-05-2026,19:51:34,76,18:11:12,90,317,1643,Rain,Technical,G35,T2,312,Wednesday,April,Delayed
FL1342,Vistara,DEL,BLR,27-03-2025,21:37:10,84,20:20:39,91,101,4308,Rain,Crew Issue,G49,T2,329,Wednesday,May,Delayed
FL1343,Emirates,DEL,BLR,11-04-2025,01:08:28,45,01:27:18,53,127,1541,Fog,Late Aircraft,G38,T1,91,Monday,November,Delayed
FL1344,SpiceJet,BOM,HYD,21-06-2024,03:38:33,31,09:01:13,59,168,4431,Rain,Crew Issue,G40,T3,278,Friday,December,Delayed
FL1345,IndiGo,HYD,DXB,04-07-2024,23:52:01,96,08:19:00,121,132,2214,Fog,Air Traffic,G6,T3,245,Tuesday,April,Delayed
FL1346,Air India,MAA,HYD,18-01-2025,10:31:50,12,18:13:35,50,189,2864,Storm,Late Aircraft,G44,T3,76,Wednesday,July,On-Time
FL1347,Akasa Air,SIN,DXB,24-08-2024,17:44:13,159,22:52:41,169,323,2035,Rain,Technical,G3,T3,349,Sunday,October,Delayed
FL1348,Vistara,BOM,CCU,26-12-2024,12:07:13,124,22:09:09,116,189,3074,Cloudy,Late Aircraft,G44,T2,307,Monday,October,Delayed
FL1349,Qatar Airways,BOM,DEL,13-07-2024,03:12:05,101,17:18:16,107,350,2701,Cloudy,Security,G23,T1,335,Friday,September,Delayed
FL1350,SpiceJet,MAA,BOM,24-09-2024,11:55:16,115,19:04:42,112,209,4183,Cloudy,Crew Issue,G36,T1,336,Saturday,April,Delayed
FL1351,Akasa Air,SIN,DEL,06-11-2024,21:15:10,46,11:13:56,51,165,2793,Storm,Weather,G30,T2,170,Tuesday,September,Delayed
FL1352,Akasa Air,DXB,BLR,21-03-2026,10:23:45,54,06:12:04,59,71,2231,Clear,Security,G8,T2,52,Saturday,May,Delayed
FL1353,SpiceJet,DEL,HYD,14-07-2024,08:39:45,143,03:41:45,162,296,4743,Clear,Late Aircraft,G40,T1,167,Friday,February,Delayed
FL1354,SpiceJet,DEL,HYD,31-05-2024,09:06:38,4,14:38:27,13,307,663,Clear,Security,G1,T1,170,Monday,August,On-Time
FL1355,Vistara,DEL,BLR,16-08-2024,04:50:42,29,12:35:27,39,143,4337,Rain,Technical,G22,T3,280,Saturday,November,Delayed
